package,count
llbayesireg,1848
LLIC,224
LLM,2054
LLMR,426
llogistic,2155
LLSR,3549
lm.beta,104853
lm.br,3975
lmap,2484
lmboot,4203
LMD,2497
lmDiallel,2664
lmds,4854
lme4,5437475
lme4breeding,3316
lmeInfo,19573
LMERConvenienceFunctions,8575
lmeresampler,7128
lmerPerm,2303
lmerTest,766046
lmeSplines,7945
LMest,8448
lmf,3900
LMfilteR,2946
lmfor,4096
lmForc,3582
lmhelprs,2487
lmls,2901
lmm,5478
LMMELSM,2698
lmmot,2160
lmmpar,2013
LMMsolver,6791
LMMstar,6724
LMN,3417
lmodel2,117815
LMoFit,2460
lmom,513844
lmomco,42172
Lmoments,58531
lmomPi,3027
lmomRFA,9240
LMPdata,1156
lmPerm,13903
lmQCM,3142
lmreg,2910
lmridge,7298
lmSubsets,4365
lmtest,3669047
lmtestrob,2200
lmtp,5866
lmviz,2162
lmw,2546
lncDIFF,1711
LncFinder,3239
LNIRT,4066
lnmCluster,1668
lnmixsurv,603
LNPar,1948
loa,6701
loadeR,7844
loadings,5870
loadshaper,1616
LoBrA,2151
LobsterCatch,2636
lobstr,467193
localboot,2125
LocalControl,4023
LocalCop,1685
localFDA,1821
localgauss,3169
localICE,1976
localIV,2473
localModel,14199
localScore,2790
localsolver,2146
locaR,2453
locateip,2152
locatexec,19447
locationgamer,2221
LocaTT,7286
locfdr,28414
locfit,831747
locits,4349
Lock5Data,24800
LocKer,2195
locpol,23619
locStra,4251
LOCUS,2030
locuszoomr,6788
loder,3399
lodGWAS,1951
lodi,2235
loedata,4767
loewesadditivity,1868
lofifonts,800
log,9248
log4r,49288
LOGAN,2657
logbin,5712
LogConcDEAD,7439
logconcens,3657
logcondens,22292
logcondiscr,2548
logger,406682
logging,143468
loggit,8451
loggit2,2004
logib,2977
logiBin,3128
logicDT,4107
LogicForest,2599
LogicReg,23593
logihist,1860
login,1459
logistf,91694
logistic4p,2402
LogisticCopula,1005
LogisticCurveFitting,2265
logisticPCA,3082
LogisticRCI,2831
logisticRR,2493
logitFD,1840
logitnorm,15730
logitr,26718
logKDE,3112
loglognorm,3149
logmult,13990
lognorm,4251
logNormReg,4915
logOfGamma,2291
logr,22963
LogRegEquiv,2352
logrx,3688
logspline,84821
lokern,23348
lolog,9771
lolR,2708
LOMAR,4407
lomb,12922
long2lstmarray,2575
LongCART,3105
longclust,2589
LongDat,4373
longevity,2333
longit,2122
longitudinal,9798
longitudinalANAL,2143
longitudinalcascade,2889
longitudinalData,22654
LongituRF,3289
longke,1936
longmemo,24095
longmixr,2287
longpower,16497
longreadvqs,1380
longROC,1694
longRPart2,1908
longsurr,2171
longurl,2462
loo,557950
lookout,3549
lookup,21098
lookupTable,2698
loon.data,3938
loon,75899
loon.ggplot,4508
loon.shiny,3422
loon.tourr,3871
LoopAnalyst,4416
LoopDetectR,2146
LoopRig,1785
LOPART,4620
lorad,7191
lordif,7604
lorec,1903
lorem,5552
lorentz,3192
lorenz,1867
LorenzRegression,2812
lori,4963
LorMe,1611
LOST,3170
lotri,17653
lovecraftr,640
lowmemtkmeans,2216
lowpassFilter,2831
LowRankQP,6000
LowWAFOMNX,1912
LowWAFOMSobol,1946
lpacf,3163
LPBkg,1972
lpc,2466
lpcde,4398
LPCM,11164
lpda,2013
lpdensity,13580
LPDynR,1862
LPGraph,2231
lphom,3874
lpint,3373
lpirfs,9968
LPKsample,2061
lpl,1691
LPM,4004
LPmerge,2346
LPower,1813
LPRelevance,2545
lpridge,5038
LPsmooth,2395
lpSolve,820706
lpSolveAPI,191447
LqG,2376
lqmix,2731
lqmm,24990
lqr,5329
lrd,2582
LREP,2475
lrequire,1705
lrgs,2745
LRMF3,2286
lrstat,7137
LRTesteR,4211
LS2W,3371
LS2Wstat,3483
lsa,46096
LSAfun,7286
LSAmitR,3300
lsasim,7031
lsbs,1666
LSD,8452
lsdbc,1680
LSDinterface,4412
LSDirf,1426
LSDsensitivity,3790
LSE,2072
LSEbootLS,970
lsei,13872
lsirm12pl,4024
lsl,6914
lslx,4795
lsm,4012
lsmeans,90352
LSMonteCarlo,3265
LSMRealOptions,3861
lspartition,2200
LSPFP,2790
lspline,7953
lspls,2264
lsr,122456
LSRS,2029
lss2,1714
LST,2894
LSTbook,2255
LSTS,5151
LSVAR,1743
LSWPlib,3039
LSX,6408
ltable,2359
LTASR,3562
LTCDM,1356
lterdatasampler,5435
lterpalettefinder,2634
ltertools,1774
LTFHPlus,1862
ltm,97916
ltmix,2880
ltmle,6398
LTPDvar,2879
LTRCtrees,3179
ltsa,16530
ltsk,5498
ltsspca,1780
ltxsparklines,2567
luajr,2253
lubridate,8618706
lubrilog,864
lucas,1758
lucid,50290
LUCIDus,4220
ludic,9598
lue,2088
lulab.utils,837
lulcc,2804
lumberjack,5013
Luminescence,16121
lunar,4878
lutz,15532
luz,11855
luzlogr,3053
LVGP,2001
lvmcomp,1746
lvmisc,3581
lvnet,3638
lvplot,8307
lwc2022,631
LWFBrook90R,8931
lwgeom,300057
lwqs,2963
LZeroSpikeInference,2112
lzstring,2870
m2b,6094
m2r,2228
M2SMF,2022
M2SMJF,2110
M3,1851
M3JF,2039
m61r,2550
MAAPER,2439
maat,2665
mabacR,363
mable,3919
MABOUST,1773
MacBehaviour,2816
MACER,9437
MachineShop,7820
macleish,4770
maclogp,1764
macroBiome,2859
macrocol,8073
macrosyntR,2075
MacroZooBenthosWaterA,2806
mactivate,2321
maczic,2493
MAd,7141
mada,9048
MadanText,1943
MadanTextNetwork,1975
maddison,2432
madgrad,1756
maditr,63253
madness,4582
MADPop,3208
madr,1786
madrat,4543
madshapR,3711
madsim,2017
maestro,1628
Maeswrap,2571
mafR,2197
magclass,6717
MAGEE,5368
magi,3918
magic,198850
magicaxis,9827
magicfor,4430
magick,993638
magickGUI,3967
magicLamp,5751
MAGMA.R,2171
MagmaClustR,3696
magmaR,3519
MAGNAMWAR,2574
magree,3621
magrittr,13209006
maGUI,3080
maicChecks,3019
maicplus,19987
MAICtools,208
mailchimpR,2453
mailmerge,3675
mailR,222739
mailtoR,2367
MainExistingDatasets,2571
MAINT.Data,6009
MajKMeans,1659
MajMinKmeans,3954
makedummies,4364
MakefileR,3057
makeFlow,1707
makeit,2999
makemyprior,3010
makePalette,2617
makepipe,3781
maketools,163873
makeunique,2476
MAKL,1842
malan,2417
malani,1692
malariaAtlas,88108
malaytextr,2861
maldipickr,2440
MALDIquant,59996
MALDIquantForeign,8859
MALDIrppa,4243
mall,1671
mallet,17085
malvinas,3060
MAMS,5803
ManagedCloudProvider,2139
managelocalrepo,1855
MANCIE,1764
mand,3354
MandalaR,2076
mandelbrot,1934
manet,1847
Mangrove,6096
manhplot,1921
manifestoR,9033
manifold,2288
ManifoldOptim,4183
manipulate,53002
manipulateWidget,37525
ManlyMix,5230
MAnorm2,2909
MANOVA.RM,7775
manta,1985
MantaID,1724
manydata,4053
manymodelr,3455
manymome,9841
manymome.table,2354
manynet,10979
ManyTests,1865
MaOEA,2542
maotai,8037
MAP,6386
Map2NCBI,2408
MAPA,38150
mapaccuracy,3558
mapbayr,3718
mapboxapi,10333
mapboxer,3790
mapcan,2307
mapchina,3364
mapdata,122644
mapdeck,26454
mapedit,19729
mapfit,3231
MapGAM,4569
mapgl,3441
mapi,3358
mapindia,745
mapindiatools,1129
Mapinguari,2356
mapiso,154519
maplegend,20395
mapme.biodiversity,7001
mapmisc,9009
mapmixture,2355
mappeR,1580
MapperAlgo,641
mappings,2282
mapplots,12589
mappoly,22870
mappp,2991
mapproj,316087
maps,1254049
mapsapi,7042
mapscanner,3288
mapsf,27247
mapsFinland,3115
mapSpain,18163
mapsPERU,3025
mapsRinteractive,3292
mapStats,2734
maptiles,30593
maptpx,4804
maptree,27394
mapview,215950
maq,3316
mAr,5929
mar1s,2534
maraca,3111
marble,2667
march,2370
marcher,2341
marelac,7697
MareyMap,4483
marg,3176
margaret,2625
marginaleffects,153536
marginalizedRisk,5890
MarginalMediation,2771
margins,105809
marima,4067
mark,8457
markdown,3318714
markdownInput,2206
marked,11264
markerpen,2120
MarketMatching,16439
marketr,2444
markets,2824
markmyassignment,4814
markophylo,3679
markovchain,82906
Markovchart,3399
markovmix,2547
markovMSM,3488
markowitz,571
MarkowitzR,3862
marlod,1026
marmap,15847
MARMoT,1863
marqLevAlg,28486
marquee,4867
marradistrees,2948
MARSANNhybrid,1758
MARSGWR,2556
MARSS,11567
MARSSVRhybrid,1751
MarZIC,1950
mas,3583
maSAE,9811
mase,4284
mashr,6216
maskr,736
maskRangeR,2805
MASS,2668008
masscor,3591
MASSExtra,9008
Massign,1929
massiveGST,8060
MASSTIMATE,3303
MassWateR,9549
mastif,3625
MAT,5573
MATA,9390
matahari,2525
matchedcc,219
matchFeat,2353
MatchGATE,2139
Matching,67936
matchingMarkets,6632
matchingR,4103
MatchIt,203365
MatchLinReg,2389
matchmaker,5642
matchMulti,5108
matchr,2447
MatchThem,19384
matconv,2542
mateable,2314
materialmodifier,2529
mathjaxr,350260
mathml,3243
mathpix,3235
matlab,31638
matlab2r,4205
matlabr,3533
matlib,61066
matman,3714
matpow,2450
matrans,1886
matricks,2334
matRiks,2630
matrisk,2120
Matrix,1831969
matrixcalc,107775
MatrixCorrelation,4810
matrixcut,2445
matrixdist,3694
MatrixEQTL,7235
MatrixExtra,63761
MatrixHMM,989
matrixLaplacian,2003
MatrixMixtures,2258
MatrixModels,5052757
matrixmodp,944
matrixNormal,6846
matrixProfile,1932
matrixprofiler,3332
matrixsampling,3938
matrixset,2550
matrixStats,2561116
matrixStrucTest,1702
matrixTests,19717
matsbyname,6529
matsindf,5309
MatSkew,1785
MatTransMix,3095
matuR,2116
mau,2612
mauricer,5148
MAVE,2924
maxaltall,1676
maxcombo,1989
maxent.ot,823
MaxentVariableSelection,2753
maximin,2788
MaximinInfer,2769
maxLik,297149
maxlike,19565
maxmatching,1806
MaxMC,1190
maxnet,31183
MaxPro,5850
MaxSkew,1835
maxstablePCA,725
maxstat,250438
MaxWiK,225
maybe,11721
MazamaCoreUtils,7374
MazamaLocationUtils,4576
MazamaRollUtils,3063
MazamaSpatialPlots,2728
MazamaSpatialUtils,7270
MazamaTimeSeries,4827
MAZE,2513
mazealls,1841
mazeinda,2306
mazing,2360
MB,2070
MBA,41598
MBAnalysis,2473
mbbe,1726
mbbefd,5738
MBBEFDLite,1975
MBC,5069
MBCbook,1944
mbend,17139
MBESS,118458
mbest,14392
MBHdesign,5370
mbir,2684
mblm,10607
MBmca,4079
MBMethPred,3140
mbmixture,2322
MBNMAdose,4493
MBNMAtime,4436
mboost,62253
mbr,3100
mbrdr,3390
mbreaks,3691
mbRes,2968
mbrglm,12679
MBSGS,1977
MBSP,3313
mbsts,3083
mBvs,4191
mc.heterogeneity,2267
mc2d,83870
MCARtest,71047
mcauchyd,9128
MCAvariants,3640
mcb,1895
MCBackscattering,1765
mcbette,1864
mcbiopi,2691
mcboost,3709
mcca,2698
mccca,2827
mccf1,2219
mcclust,5486
MCCM,1330
mccmeiv,2041
mccr,2871
mcemGLM,3095
mcen,3376
mcga,5229
mcgf,2551
mcgibbsit,3031
MChtest,2211
MCI,2758
MCID,2366
MCL,6876
mclm,2488
mclogit,48704
mclust,819277
mclustAddons,3960
mclustcomp,8436
MCM,3144
mcmapper,836
mcmc,177187
MCMC.qpcr,3560
MCMC4Extremes,2198
mcmcderive,2618
mcmcensemble,3229
MCMCglmm,70667
MCMCpack,252600
MCMCprecision,9474
mcmcr,4715
mcmcsae,3973
mcmcse,16134
MCMCtreeR,2725
MCMCvis,20396
mcMST,2486
mcmsupply,3155
mco,40054
mcODE,1433
MCOE,1813
Mcomp,61137
mcompanion,10508
mcount,2074
mcp,7053
MCPAN,5547
mcparallelDo,1878
MCPMod,4634
MCPModBC,2519
MCPModGeneral,2348
MCPModPack,2655
mcprofile,5059
mcprogress,513
MCPtests,2215
mcr,15611
mcradds,2556
mcreplicate,2457
mcrPioda,2341
MCS,4838
MCSim,2097
mcStats,2047
mcstatsim,1541
mctest,14971
mctq,2975
MCTrend,1965
mcunit,2225
mcvis,2662
mcwr,2068
md,1775
md.log,2609
md4r,1789
mda,100481
mDAG,2182
mdatools,12289
mdbr,4023
MDDC,486
mddmaps,4112
mde,3433
mded,2792
mdendro,4327
MDFS,5165
mdftracks,2790
mdgc,3049
mdhglm,3018
MDimNormn,1628
mdir.logrank,1952
MDMA,950
MDMAPR,4890
mdmb,17112
MDMR,2929
MDOLS,1669
mdpeer,1951
MDPIexploreR,441
MDPtoolbox,7380
mds,2637
mdscore,7097
MDSGUI,1451
MDSMap,3237
mdsOpt,5174
MDSPCAShiny,1737
mdsr,12461
MDSS,2574
mdw,2747
meanr,6326
meanShiftR,4585
meantables,3757
measr,8194
measurementProtocol,58542
measurements,29644
measures,20041
measuRing,2901
meboot,12969
MECfda,392
MEclustnet,2394
meconetcomp,4458
mecor,2354
mecoturn,3794
MED,1627
MedDataSets,1377
MedDietCalc,1792
mederrRank,2490
MEDesigns,241
medExtractR,3859
medfate,6053
medfateland,2146
medflex,6623
mediacloudr,1752
MediaK,1701
Mediana,3932
MedianaDesigner,3955
MediaNews,1462
mediateP,2321
mediation,141240
mediationsens,2493
medicaldata,15142
medicare,6137
meditations,1939
MedLEA,2178
medparser,4262
medScan,2318
MEDseq,3992
meerva,8904
mefa,9609
mefa4,5994
MEFM,3740
MEGENA,3069
meifly,3113
mekko,1794
melt,16657
meltt,3605
mem,5811
memapp,5525
meme,4043
memery,4219
memgene,2756
memify,1963
memisc,100469
memo,2686
memofunc,1645
memoiR,4863
memoise,9015636
memor,2597
memoria,1865
MEMSS,44486
memuse,92260
MendelianRandomization,56144
MEPDF,2230
Mercator,7258
merDeriv,52118
mergedblocks,1182
mergen,3095
mergenstudio,983
mergeTrees,1868
mergingTools,1609
MERO,3011
merror,2645
merTools,47384
MESS,24454
messaging,1768
messi,1903
messy.cats,2450
messy,259
messydates,4419
Mestim,2166
meta,391652
meta.shrinkage,4112
meta4diag,4502
MetaAnalyser,2611
metabias,3699
metaBLUE,18268
metaBMA,35358
metaboData,2945
MetabolAnalyze,3549
metabolic,3145
MetabolicSurv,2194
MetabolicSyndrome,1906
MetabolomicsBasics,3603
MetaboQC,2536
metabup,2551
metacart,3024
metaCluster,2805
metacom,4835
MetaComp,2759
metaconfoundr,3349
metaConvert,6064
metacor,707
metacore,9914
MetaCycle,3294
metadat,226770
metadeconfoundR,3252
metaDigitise,3048
metadynminer,2921
metadynminer3d,2285
metaEnsembleR,2106
metafolio,9541
metafor,344078
metaforest,5917
metafuse,2150
metagam,3925
metaGE,3960
metagear,10174
metaggR,2854
MetaHD,1783
metaHelper,887
metaheuristicOpt,2889
metainc,1930
MetaIntegration,2399
MetaLandSim,6303
metaLik,2939
metalite.ae,3961
metalite,3065
metalite.sl,135
metalite.table1,2872
MetAlyzer,3036
metaMA,46891
metamedian,4294
metamer,3089
metamicrobiomeR,2531
metamisc,11968
metan,29297
MetaNet,2301
metanetwork,2621
MetaNLP,1910
metansue,5379
metap,68067
metapack,3869
metaplot,6232
metaplus,27377
metapost,1744
metapower,3597
metapro,3208
metaprotr,2164
metaRange,2305
metaRNASeq,3870
metaSDTreg,2407
metaSEM,11987
metasens,17929
MetaSKAT,5308
metasnf,816
MetaStan,3466
MetaSubtract,2972
metaSurvival,2167
metatest,5512
metathis,7070
metatools,4935
metaumbrella,79073
MetaUtility,7601
metavcov,3384
metaviz,4751
metawho,2074
MetBrewer,23518
meteo,4387
meteoEVT,2635
meteoForecast,4339
meteoland,6657
meteor,3677
meteospain,4419
meteR,2022
metevalue,2543
MethComp,4825
methcon5,1739
MethEvolSIM,2498
MethodCompare,3357
MethodOpt,533
MeTo,1998
metools,1757
MetProc,1713
metR,48077
metrica,5918
MetricGraph,3230
metricminer,6251
Metrics,275252
MetricsWeighted,10935
metrix,3405
metro,2594
metRology,10460
metropolis,2011
mets,115899
MetSizeR,3149
metsyn,1739
mev,22078
mevr,1010
mewAvg,3103
MexBrewer,2639
mexhaz,5692
mexicolors,2620
mExplorer,1818
MF.beta4,3232
mfaces,2246
MFAg,7211
mFD,7362
mfdb,3076
MFDFA,2102
mFDP,3041
mfGARCH,4433
mFilter,40402
mFLICA,5703
MFO,2111
mfp,17969
mfp2,2367
MFPCA,5882
mfpp,5074
MFSIS,6310
MFT,1750
MfUSampler,3723
mfx,63993
mgarchBEKK,4417
MGBT,2423
mgc,2655
mgcv,934898
mgcViz,32089
MGDrivE,2355
MGDrivE2,2573
mgee2,3574
mggd,8485
mgi.report.reader,1605
MGL,1910
mglasso,3247
MGLM,9926
mglmn,2227
mgm,25836
MGMM,3803
MGMS2,2062
MGPSDK,1868
mgpStreamingSDK,2098
MGSDA,3338
mgsub,79948
mgwnbr,2133
mgwrhw,4093
mgwrsar,4995
mhazard,2930
mhcnuggetsr,1749
MHCtools,4417
MHD,2202
MHDA,3577
mHG,1846
mHMMbayes,3275
Mhorseshoe,2189
mhsmm,7298
mhtboot,1743
MHTdiscrete,2738
MHTmult,1646
MHTrajectoryR,1782
mhurdle,13590
mi,269586
mi4p,3623
MIAmaxent,6132
micar,2091
micd,2846
mice,775923
miceadds,158687
miceafter,4016
micEcon,14526
micEconAids,5773
micEconCES,5829
micEconDistRay,1936
micEconIndex,2916
micEconSNQP,4023
miceFast,4845
micemd,8580
miceRanger,5805
michelRodange,1820
miclust,2911
micompr,3260
miCoPTCM,2589
microbats,1582
microbenchmark,1853922
microbial,4586
microbiomeMQC,672
MicrobiomeStat,13713
MicrobiomeSurv,1920
microCRAN,2049
MicroDatosEs,3974
microdiluteR,4060
microeco,33303
microhaplot,1892
microinverterdata,1310
MicroMacroMultilevel,6634
micromap,9837
micromapST,8964
MicroMoB,4038
micromodal,1929
MicroNiche,1865
micronutr,1374
micropan,3378
microplot,15749
microPop,2998
microseq,8296
microsimulation,3826
Microsoft365R,40445
microsynth,3547
MicSim,5092
MICsplines,2343
micsr,2129
micss,2433
midas,2038
midas2,3256
midasml,11868
midasr,7778
midastouch,2129
midfieldr,5831
midi,1475
MIDN,1737
midoc,555
midrangeMCP,3202
miesmuschel,5574
mifa,2074
mig,962
MigConnectivity,3190
MIGEE,193
migest,6949
migraph,12904
migrate,3413
migration.indices,3187
MigrationDetectR,1883
migui,3264
miic,3604
MIIPW,3223
MIIVefa,1627
MIIVsem,6096
mikropml,5179
miLAG,1539
mildsvm,1655
miLineage,2706
milorGWAS,4119
milr,3269
mimdo,1322
mime,9198430
MIMER,2188
mimi,2823
mimiSBM,1901
MIMSunit,3303
mimsy,3033
minb,1870
mind,3817
MindOnStats,2437
mineCitrus,1666
mined,2237
MinEDfind,1955
minerva,12170
minesweeper,1126
mineSweepR,1950
minFactorial,828
minic,2110
miniCRAN,18709
minidown,3611
miniGUI,2031
miniLNM,621
minimalRSD,1954
minimap,1843
minimax,4803
minimaxApprox,5084
miniMeta,85994
minioclient,2874
miniPCH,3547
Minirand,2397
minired,1082
miniUI,1901429
minMSE,3112
minpack.lm,293178
minqa,4251472
minque,2205
minsample1,1914
minsample2,1972
minSNPs,3933
MINTplates,2221
minty,56625
mintyr,212
mipfp,16623
mipplot,3317
mirai,39601
miRecSurv,2815
MIRES,1761
MiRKAT,4547
MiRNAQCD,2737
miRNAss,2372
mirrorselect,728
MiRSEA,3567
mirt,90450
mirtCAT,23347
miRtest,3349
mirtjml,2065
mirtsvd,2075
misaem,14390
misc3d,150335
miscF,3608
miscFuncs,6363
miscIC,1737
misclassGLM,2436
MiscMetabar,6612
miscTools,288672
miselect,2497
misha,820
mispitools,4419
mispr,1714
misPRIME,1576
MiSPU,1935
MisRepARMA,2582
missCforest,2628
missCompare,3939
MissCP,1972
missDeaths,2970
missDiag,2117
missForest,100053
missForestPredict,2191
MissingHandle,2093
missingHE,3370
MissingPlotLSD,2040
MissingPlotRBD,2230
missMDA,85918
MissMech,7186
missMethods,7962
missoNet,2290
misspi,1983
Missplot,2052
missRanger,37673
missSBM,3799
missSOM,2753
mistr,3810
mistral,3340
misty,114127
misuvi,1212
mitml,625937
MitoHEAR,2175
mitools,617290
mitre,2485
MittagLeffleR,3281
mix,33801
mixAK,10712
mixAR,4400
mixbox,2714
mixcat,2830
mixchar,1767
mixcure,2502
mixdir,2017
mixdist,5492
mixedBayes,2081
mixedbiastest,277
mixedCCA,4941
MixedIndTests,9794
MixedLevelRSDs,2361
mixedLSR,1604
mixedMem,2358
MixedPoisson,1955
MixedPsy,3140
mixedsde,2769
MixedTS,2158
mixexp,8228
MIXFIM,1822
MixfMRI,3401
mixgb,4040
MixGHD,6092
mixhvg,2454
mixIndependR,3334
mixKernel,3882
mixl,15774
MixLFA,495
mixlm,12561
MixMatrix,9036
mixmeta,16370
mixOofA,494
mixopt,3465
MixOptim,1790
mixPHM,2878
mixpoissonreg,2342
mixR,10384
mixRaschTools,1910
MixRF,2074
MixSAL,1684
MixSIAR,9192
MixSim,7799
mixsmsn,7370
mixSPE,2927
mixsqp,82653
mixSSG,2087
mixtools,81616
mixtox,2650
mixtur,12893
mixture,10543
MixtureMissing,26971
MixTwice,2226
MixviR,2634
mixvlmc,3048
mize,7488
mizer,5672
MJMbamlss,1980
MKclass,3197
mkde,2741
MKdescr,9888
MKendall,2566
mkin,11989
MKinfer,107467
MKLE,3414
MKMeans,3302
MKmisc,11172
mknapsack,4628
MKomics,2092
MKpower,7604
mkssd,3288
ML.MSBD,2228
ML2Pvae,2628
mlapi,48003
mlbench,363799
mlbplotR,3635
mlbstats,1983
MLCIRTwithin,3155
MLCM,4123
MLCOPULA,3559
MLDataR,3850
mldr.datasets,11909
mldr,16976
mldr.resampling,3179
MLDS,7353
MLE,2050
mle.tools,6865
mlearning,3638
MLEce,1967
MLEcens,24758
mlegp,17240
mlelod,1760
mlergm,3748
MLeval,8359
mlexperiments,6218
mlf,1752
mlfit,2892
mlflow,398393
MLFS,2475
MLGdata,2356
MLGL,3211
MLID,6045
mlim,3459
mllrnrs,4556
mlma,4603
mlmc,1548
MLmetrics,140968
mlmhelpr,3683
mlmi,3560
MLML2R,2453
mlmm.gwas,2413
MLModelSelection,1758
MLMOI,1728
mlmpower,4487
mlmRev,50738
mlmtools,2353
mlmts,8050
MLMusingR,3502
mlogit,125164
mlogitBMA,3617
mlpack,10925
MLpreemption,2061
MLPUGS,1757
mlpwr,2985
mlquantify,1983
mlr,131862
mlr3,118644
mlr3batchmark,3545
mlr3benchmark,4972
mlr3cluster,34468
mlr3data,38417
mlr3db,6349
mlr3fairness,3970
mlr3fda,3079
mlr3filters,37543
mlr3fselect,37794
mlr3hyperband,31927
mlr3learners,68298
mlr3mbo,36617
mlr3measures,87308
mlr3misc,98537
mlr3oml,9166
mlr3pipelines,60975
mlr3resampling,3811
mlr3shiny,3903
mlr3spatial,6206
mlr3spatiotempcv,10394
mlr3summary,1948
mlr3superlearner,1386
mlr3torch,3660
mlr3tuning,68011
mlr3tuningspaces,33123
mlr3verse,38936
mlr3viz,43116
mlrCPO,5403
mlrintermbo,5474
mlrMBO,31171
mlrpro,2580
mlrv,2171
mlsbm,2030
mlsjunkgen,2383
mlstrOpalr,2504
mlsurvlrnrs,3293
mlt.docreg,15816
mlt,31236
mltest,2514
mltools,33517
mlts,999
mlVAR,10832
mlxR,3841
MLZ,2378
MM,6986
MM2Sdata,2632
MM4LMM,5138
mma,7084
mmabig,2597
MMAC,2124
MMAD,1781
mmand,11605
mmap,10345
mmapcharr,6421
mmaqshiny,2873
mMARCH.AC,3108
mmb,1769
mmc,1813
mmcards,2092
mmcm,3164
mmconvert,2209
Mmcsd,2395
MMD,1706
MMDai,2791
MMDCopula,2354
MMDvariance,2127
mme,2370
mmeln,3460
MMeM,2287
mmeta,3164
MMGFM,607
mmibain,2215
mmiCATs,1998
MMINP,1624
mmints,788
mmirestriktor,2665
MMLR,1782
mmmgee,2270
MMOC,1998
mmod,18891
mmodely,2651
mMPA,1848
mmpca,3173
mmpp,6821
mmr,1776
mmrm,40048
mmsample,1650
mmstat4,6572
mmtsne,1664
MMWRweek,12063
MN,1424
MNARclust,2395
MNB,2793
mnda,2429
mnet,2817
mniw,3455
mnlfa,2726
MNLR,1696
MNM,3910
mnonr,4245
mnorm,5411
mnormt,1453189
MNormTest,1197
MNP,23847
MNS,1711
mnt,2460
mob,3081
mobilityIndexR,2061
MoBPS,2663
mobr,2672
mobsim,2253
moc.gapbk,1080
MOCCA,2937
mockery,940135
mockr,138909
mockthat,12221
mod,2235
mod09nrt,1601
mod2rm,1878
modACDC,65801
Modalclust,2449
modeest,192972
modehunt,2576
model4you,4689
modelbased,164886
modelbpp,2322
modelc,1682
Modelcharts,1966
modeldata,343871
modeldatatoo,2814
modeldb,3688
modelDown,2354
modelenv,290535
Modeler,2445
modelfree,2634
modelimpact,2124
modeLLtest,3104
ModelMap,11019
ModelMatrixModel,2636
ModelMetrics,1054212
modelObj,4905
modelr,6096877
modelSSE,2726
modelStudio,6171
modelsummary,195980
modeltests,19019
modeltime.ensemble,5743
modeltime,67881
modeltime.resample,7918
modeltools,640534
modelwordcloud,2432
moder,2554
moderate.mediation,4820
moderndive,42507
modernVA,4251
modest,7837
ModEstM,1806
modesto,2211
modEvA,19025
modgetxl,1819
modgo,1654
modi,9082
modifiedmk,7906
modisfast,1899
MODISTools,12183
modmarg,2443
modMax,1884
modnets,2570
modopt.matlab,2721
modQR,8319
modsem,4085
ModStatR,2934
ModTools,8972
modTurPoint,1584
moduleColor,6716
modules,54265
MOEADr,2703
MoEClust,5647
moexer,2194
MOFAT,2980
mojson,2081
mokken,12008
molaR,4973
MoLE,1830
MolgenisArmadillo,8809
MolgenisAuth,4445
MOLHD,1777
mombf,10521
momentchi2,2631
momentfit,4724
moments,594467
momentuHMM,6829
MomTrunc,12208
monaco,2490
monad,944
MoNAn,4020
monashtipr,2089
mondate,30727
Mondrian,7924
mongolite,59260
mongopipe,2153
monitoR,8769
monitOS,2373
monmlp,4690
monobin,5330
monobinShiny,2848
monochromeR,3658
monoClust,2722
monographaR,3488
monolix2rx,2222
monomvn,13258
MonoPhy,4656
MonoPoly,3738
monoreg,3823
monotone,3221
MonotoneHazardRatio,1868
monotonicity,2333
monreg,3889
Monte.Carlo.se,2623
MonteCarlo,5185
MonteCarloSEM,4654
moocore,2738
moodef,2141
moodlequizR,2605
moodleR,2396
moonBook,44740
moonboot,171
moose,2318
mop,2469
mopac,1809
MOQA,1734
moreparty,4044
morepls,1543
morestopwords,1858
morph,2216
morphemepiece.data,2753
morphemepiece,3323
Morpho,17596
morphomap,3547
moRphomenses,268
MorphoRegions,754
MorphoTools2,4693
morrowplots,4156
morse,5148
mort,1952
mortAAR,3590
MortalityGaps,1888
MortalityLaws,7738
MortalityTables,4414
MortCast,6511
mosaic,189499
mosaicCalc,16039
mosaicCore,155831
mosaicData,139841
mosqcontrol,2097
MOST,3184
mosum,5127
MoTBFs,2748
MOTE,5736
motif,3844
motifcluster,3791
motifr,1949
motmot,2984
motoRneuron,1843
moult,3496
mountainplot,2247
mousetRajectory,2004
mousetrap,12429
move,37859
move2,26505
movecost,6271
movegroup,1731
moveHMM,9238
movementsync,2126
moveWindSpeed,2869
movieROC,2581
movMF,12121
mp,2331
mpactr,753
mpae,1762
mpath,11412
mpathr,578
mpathsenser,3426
MPBoost,2575
MPCI,2690
MPCR,1098
MPDiR,5357
MPGE,2474
MPI,3314
mpindex,2267
mpitbR,1414
mplot,5634
MplusAutomation,57918
mplusParallel.automation,2043
MplusTrees,3160
mpm,4816
mpmcorrelogram,2484
mpmi,4261
mpmsim,4818
MPN,2974
mpoly,10500
mpower,2517
mppR,3312
mpr,2143
MPS,2217
MPSEM,5076
mpspline2,4399
MPsychoR,17060
mpt,4907
MPTinR,5486
MPV,30824
